Physical Conditions Disappear After Writing Solemn Statements Regretting Disrespectful Remarks,Các vấn đề về sức khoẻ biến mất sau khi viết nghiêm chính thanh minh
"After Serving 7 Years for Her Faith, 72-Year-Old Woman Deprived of Pension","Sau 7 năm thụ án vì kiên định đức tin, người phụ nữ 72 tuổi đã bị tước lương hưu"
Two Liaoning Residents to Stand Trial for Speaking Up for Their Faith,Hai cư dân Liêu Ninh đã bị đưa ra xét xử vì lên tiếng cho đức tin của mình
The Story Behind a Fast-Changing COVID-19 Test Result,Bí mật phía sau sự thay đổi nhanh chóng của kết quả kiểm tra COVID-19
Woman in Her 70s Sentenced to Seven Years for Distributing Falun Gong Materials,Người phụ nữ ngoài 70 tuổi bị kết án tù 7 năm vì phân phát tài liệu Pháp Luân Công
68-Year-Old Woman Files Motion to Reconsider Wrongful Sentence After Losing Appeal,Một người phụ nữ 68 tuổi đệ đơn kiến nghị tòa án cấp cao xem xét lại bản án oai sai của mình sau khi kháng cáo bị bác bỏ
"Arrested While Job Hunting, Former Teacher Faces Prosecution Again for Her Faith","Bị bắt giữ khi đang tìm việc làm, cựu giáo viên phải đối mặt với việc bị bức hại thêm lần nữa vì đức tin"
Ms. Qu Shuxia from Heilongjiang Province Jailed for Four Years and Ten Months,Tỉnh Hắc Long Giang: Bà Khúc Thục Hà bị cầm tù 4 năm 10 tháng
Practitioner’s Lawyer Ordered to Show Proof He Doesn’t Practice Falun Gong Himself,Thẩm phán yêu cầu luật sư phải đưa ra bằng chứng chứng minh bản thân không tu luyện Pháp Luân Công
Two Jilin Residents Detained Incommunicado for One Year and Counting,Hai cư dân Cát Lâm bị biệt giam một năm và đang đối diện với xét xử
Guizhou Woman Secretly Sentenced After Being Reported for Teaching Two Children Falun Gong Exercises,Một người phụ nữ Quý Châu bị bí mật kết án tù vì dạy hai em nhỏ các bài công pháp của Pháp Luân Công
73-Year-Old Woman Wrongfully Sentenced to Six Years for Her Faith,Người phụ nữ 73 tuổi bị kết án phi pháp 6 năm tù vì kiên định đức tin của mình
Dalian Woman Dies in Prison Three Years After Being Denied Medical Parole,Người phụ nữ Đại Liên qua đời ở trong tù sau ba năm bị từ chối bảo lãnh chữa trị y tế
Jilin Doctor Suffers Stroke in Custody and Dies Two Weeks Later,Tỉnh Cát Lâm: Một bác bác sỹ đột quỵ trong trại giam và qua đời sau đó hai tuần
Falun Dafa Blessings Experienced by Those Who Sincerely Recite the Two Dafa Phrases,Đắc phúc báo nhờ thành tâm niệm chín chữ chân ngôn của Đại Pháp
Organ Harvesting Atrocities in China Draw Concern During Winter Olympics,Nạn thu hoạch nội tạng tàn bạo ở Trung Quốc gây quan ngại trong Thế vận hội Mùa đông
Belated News: Teacher Sentenced After Being Reported for Talking to Her Students About Falun Gong,Tin muộn: Một giáo viên bị kết án tù vì nói với các sinh viên của mình về Pháp Luân Công
Two Sisters in Their 60s Sentenced for Raising Awareness about the Persecution of Their Faith,Hai chị em gái ngoài 60 tuổi bị kết án vì nâng cao nhận thức về cuộc bức hại Pháp Luân Công
69-year-old Woman Dies Eight Days After Being Arrested for Practicing Falun Gong,Người phụ nữ 69 tuổi qua đời sau tám ngày bị bắt giữ vì tu luyện Pháp Luân Công
Heilongjiang Woman Ordered to Pay Back Pension Received during Her Wrongful Prison Term,Một người phụ nữ Hắc Long Giang bị yêu cầu trả lại số tiền lương mà họ đã nhận trong thời gian thụ án tù oan sai
"Once Hung Upside Down for Three Days, 84-Year-Old Woman Is Again Imprisoned for Her Faith","Từng bị treo ngược lên trong ba ngày, cụ bà 84 tuổi lại một lần nữa bị cầm tù vì kiên định đức tin của mình"
A Pure Lotus in a Chaotic World – Remembering Fellow Practitioner Zhong Shujuan,Đóa sen thanh khiết trong thế gian ô trọc – Tưởng nhớ đồng tu Trọng Thục Quyên
Hubei Woman Twice Imprisoned for Her Faith,Người phụ nữ Hồ Bắc bị cầm tù hai lần vì tu luyện Pháp Luân Công
Woman Repeatedly Detained for Refusing to Give up Life-saving Practice,Một người phụ nữ nhiều lần bị chính quyền giam giữ vì từ chối từ bỏ pháp môn đã cứu sống mình
"Additional Persecution News from China – December 1, 2021 (20 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 1 tháng 12 năm 2021 (20 báo cáo)
An Awakened Police Officer,Một cảnh sát đã thức tỉnh
Married Couple in Their 70s Imprisoned for Their Faith,Tỉnh Ninh Hạ: Hai vợ chồng ngoài 70 tuổi bị cầm tù vì kiên định đức tin
"Flushing, New York: Suspect Arrested, Faces Felony Charges for Attacking Falun Gong Booths","Flushing, New York: Nghi phạm tấn công quầy thông tin Pháp Luân Công bị bắt giữ, đối mặt với cáo buộc trọng tội"
Retired Judge Serving Seven Years for Her Faith Denied Family Visits,Thẩm phán về hưu đang thụ án bảy năm tù vì kiên định đức tin bị tước quyền thăm thân
72-Year-Old Man Dies in Prison While Serving Time for His Faith,Một người đàn ông 72 tuổi ở Hắc Long Giang tử vong trong khi thụ án tù vì kiên định đức tin
Three Elderly Women Targeted for Mailing Letters about Falun Gong,Ba bà lão bị nhắm đến vì gửi đi nhiều bức thư về Pháp Luân Công
"Crimes Committed by Liu Zhusan in Persecuting Falun Gong (Deputy Secretary of Political and Legal Affairs Committee, Qingdao City)","Tội ác của Lưu Chúc Tam, Phó Bí thư Ủy ban Chính trị và Pháp luật Thành phố Thanh Đảo, trong cuộc bức hại Pháp Luân Công"
74-Year-Old Woman Sentenced for Telling People about Falun Gong,Tỉnh Quảng Đông: Người phụ nữ 74 tuổi bị kết án vì nói với người dân về Pháp Luân Công
Chinese Police Stop at Nothing to Pressure Elderly Woman to Give Up Her Faith,Cảnh sát Trung Quốc tìm mọi cách ép người phụ nữ cao tuổi từ bỏ đức tin
"After 12 Years of Incarceration for Refusing to Renounce Her Faith, Retired Pharmacist Loses Pension","Sau 12 năm bị cầm tù vì kiên định đức tin của mình, một dược sĩ hưu trí bị mất lương hưu"
Beijing: At Least 13 Falun Gong Practitioners in the Yanshan District Sentenced Since the Persecution Began,Bắc Kinh: Ít nhất 13 học viên Pháp Luân Công ở quận Phòng Sơn bị kết án kể từ khi cuộc bức hại bắt đầu
Belated News: Shaanxi Man Dies Three Years After Second Prison Release,Tin muộn: Một người đàn ông Thiểm Tây qua đời sau ba năm mãn hạn tù lần thứ hai
People in China’s Detention Facilities Seek Salvation,Nhân viên trong các cơ sở giam giữ ở Trung Quốc tìm kiếm sự cứu rỗi
Two Liaoning Women Sentenced to Prison for Practicing Falun Gong,Hai người phụ nữ Liêu Ninh bị kết án tù vì tu luyện Pháp Luân Công
My Customer Finally Learned the Truth,Cuối cùng khách hàng của tôi đã hiểu chân tướng
Falun Gong Practitioners Arrested in Winter Olympics Host City Near Beijing,Tỉnh Hà Bắc: Các học viên Pháp Luân Công bị bắt tại thành phố Trương Gia Khẩu trước thềm Thế vận hội Mùa đông
"Crimes of Lu Wei, Deputy Party Secretary of the Beijing PLAC, Former Director of the Beijing 610 Office, in Persecuting Falun Gong","Tội ác của Lỗ Vi, Phó Bí thư Đảng ủy UBCTPL Bắc Kinh, cựu Giám đốc Phòng 610 Bắc Kinh trong cuộc đàn áp Pháp Luân Công"
"Four Jiangxi Residents Sentenced to Prison, Two Released After Serving Time","Bốn cư dân Giang Tây bị kết án tù, hai người đã được trả tự do sau khi kết thúc án tù"
Eleven Falun Gong Practitioners in Beijing Sentenced to Prison Ahead of Winter Olympics,Bắc Kinh: 11 học viên Pháp Luân Công bị kết án tù trước thềm Thế vận hội Mùa Đông
"Shandong Man Suspended from Work, Held in Brainwashing Center for a Month",Sơn Đông: Người đàn ông bị đình chỉ công tác và bị giam trong trung tâm tẩy não một tháng
82-year-old Woman Stands Trial for Her Faith,Tỉnh Quảng Đông: Cụ bà 82 tuổi bị xét xử vì kiên định đức tin vào Pháp Luân Công
"Chinese Person Sees the Truth, Apologizes to Falun Dafa, and Thanks Them for Awakening More People","Một người Trung Quốc hiểu ra sự thật nói lời xin lỗi Pháp Luân Đại Pháp, và cảm ơn các học viên đã giúp nhiều người hơn nữa thức tỉnh"
The Best New Year Gift,Món quà năm mới tuyệt vời nhất
Three Women in Shandong Province Sentenced to Prison for Their Faith,Tỉnh Sơn Đông: Ba người phụ nữ bị kết án tù vì kiên định đức tin của mình
Hubei Woman Sentenced to 3.5 Years for Her Faith,"Một người phụ nữ Hồ Bắc bị kết án 3,5 năm tù vì kiên định đức tin"
81-year-old Woman Dies After Multiple Arrests and Harassment for Her Faith,Một cụ bà 81 tuổi đã qua đời sau nhiều lần bị bắt giữ và sách nhiễu vì kiên định đức tin
Shanghai Woman Files Motion with High Court to Reconsider Her Wrongful Sentencing,Một người phụ nữ Thượng Hải đệ đơn kiến nghị lên tòa án cấp cao yêu cầu xem xét lại bản án oan sai của bà
Over 300 Falun Gong Practitioners Illegally Sentenced to Prison During Chen Yong’s Three-Year Tenure as Chief Prosecutor of the Shandong Procuratorate,Hơn 300 học viên Pháp Luân Công bị kết án tù phi pháp trong nhiệm kỳ 3 năm ông Trần Dũng giữ chức viện trưởng của Viện Kiểm sát tỉnh Sơn Đông
"Crimes of Wang Jinyi, Director of the Bureau of Rule of Law Supervision of Justice Ministry, in Persecuting Falun Gong","Tội ác của Vương Tiến Nghĩa, Cục trưởng Cục Giám sát Pháp quyền của Bộ Tư pháp, trong cuộc bức hại Pháp Luân Công"
Hubei Woman Incarcerated Twice for Her Faith for a Total of Seven Years,Người phụ nữ tỉnh Hồ Bắc bị cầm tù hai lần tổng cộng 7 năm vì kiên định đức tin của mình
Taiwan: Elementary Students Express Gratitude for Falun Dafa’s Principles of Truthfulness-Compassion-Forbearance,Đài Loan: Học sinh tiểu học bày tỏ lòng biết ơn với Pháp lý Chân-Thiện-Nhẫn của Pháp Luân Đại Pháp
"Two Town Officials, Two Different Fates","Hai bí thư thôn, hai số phận khác nhau"
"Falun Gong Practitioners Tortured at Yushu City Detention Center, at Least Two Die","Các học viên Pháp Luân Công bị tra tấn ở trại giam thành phố Ngọc Thụ, ít nhất hai người chết"
"Qidong County, Hunan Province: Many Falun Gong Practitioners Harassed in 2021","Huyện Khải Đông, tỉnh Hồ Nam: Nhiều học viên Pháp Luân Công bị hạch sách trong năm 2021"
"Additional Persecution News from China – January 5, 2022 (12 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 5 tháng 1 năm 2022 (12 báo cáo)
"Additional Persecution News from China – January 3, 2022 (10 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 3 tháng 1 năm 2022 (10 báo cáo)
Shandong Women’s Prison Instigates Inmates to Torture Falun Gong Practitioners,Nhà tù Nữ Sơn Đông xúi giục tù nhân tra tấn học viên Pháp Luân Công
"Additional Persecution News from China – January 2, 2022 (7 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 2 tháng 1 năm 2021 (7 báo cáo)
"Senior Software Engineer Sentenced to Prison and Wife Awaiting Her Verdict, for Their Shared Faith",Một kỹ sư phần mềm bị kết án tù và người vợ đang đợi bản án vì tu luyện Pháp Luân Công
Inner Mongolia Woman Faces Devastating Financial Persecution After Having Served 14 Years for Her Faith,Người phụ nữ Nội Mông Cổ đối mặt với sự bức hại tài chính sau khi thụ án 14 năm tù vì kiên định đức tin
Married Couple Sentenced to Prison for Their Faith,Hai vợ chồng bị kết án tù vì đức tin chung của họ
Inner Mongolia: Woman’s Pension Suspended for Her Faith,Nội Mông Cổ: Một phụ nữ bị cắt lương hưu vì đức tin
"Woman Brutally Tortured at Elderly Care Center in Hunan Province, China","Một người phụ nữ bị tra tấn tàn nhẫn tại trung tâm chăm sóc người cao tuổi ở tỉnh Hồ Nam, Trung Quốc"
"Additional Persecution News from China – January 7, 2022 (11 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 7 tháng 1 năm 2022 (11 báo cáo)
"Crimes of Liu Kai, Deputy Governor of Hebei Province and Director of the Hebei Public Security Department, in Persecuting Falun Gong","Tội ác của Lưu Khải, Phó Tỉnh trưởng kiêm Giám đốc Công an Tỉnh Hà Bắc, trong cuộc đàn áp Pháp Luân Công"
77-year-old Woman Sentenced to Four Years for Her Faith,Người phụ nữ 77 tuổi bị kết án bốn năm tù vì kiên định tu luyện Pháp Luân Công
Police Continue to Harass Elderly Woman After Prosecutor Dismisses Her Case for Practicing Falun Gong,Tỉnh Sơn Đông: Cảnh sát tiếp tục sách nhiễu nữ học viên Pháp Luân Công cao tuổi dù công tố viên hủy bỏ vụ án của bà
Guangdong Man Sentenced to Eight Years for Raising Awareness about the Persecution of Falun Gong,Một người đàn ông ở tỉnh Quảng Đông bị kết án 8 năm tù vì giúp nâng cao nhận thức về Pháp Luân công
Belated News: Hubei Man Found Dead Two Months After Going out to Talk to People About Falun Gong,"Tin muộn: Một người đàn ông Hà Bắc được phát hiện đã chết sau gần 2 tháng mất tích, người nhà nghi ngờ ông đã bị bức hại đến chết"
